0.098308,0.039,0.2268,1726.6,4
0.19834,0.039,0.2267,1726.4,4
0.29788,0.039,0.2265,1725.9,4
0.39785,0.039,0.2265,1725.6,4
0.49786,0.039,0.2262,1725.4,4
0.59787,0.039,0.226,1725.2,4
0.70378,0.039,0.2259,1725,4
0.79785,0.039,0.2257,1724.7,4
0.89786,0.039,0.2257,1724.5,4
0.99782,0.0389,0.2254,1724,4
1.0983,0.0389,0.2252,1723.8,4
1.1978,0.0389,0.2251,1723.6,4
1.2979,0.0389,0.2249,1723.3,4
1.3978,0.0389,0.2249,1722.9,4
1.4978,0.0388,0.2246,1722.9,4
1.5978,0.0388,0.2244,1722.8,4
1.7033,0.0388,0.2243,1722.6,4
1.7978,0.0387,0.2241,1722.4,4
1.8978,0.0387,0.2241,1722.2,4
1.9978,0.0387,0.2238,1721.9,4
2.0978,0.0387,0.2237,1721.5,4
2.1978,0.0387,0.2235,1721.4,4
2.2978,0.0387,0.2234,1721.2,4
2.3978,0.0387,0.2234,1720.8,4
2.4978,0.0388,0.2231,1720.7,4
2.5978,0.0388,0.2229,1720.8,4
2.7032,0.0388,0.2228,1721,4
2.7978,0.0388,0.2226,1721.4,4
2.8978,0.0388,0.2226,1721.9,4
2.9978,0.039,0.2222,1722.8,4
3.0983,0.039,0.222,1724,4
3.1978,0.0391,0.2219,1725.6,4
3.2987,0.0391,0.2217,1727.1,4
3.3978,0.0391,0.2217,1729,4
3.4978,0.0391,0.2213,1731.1,4
3.5978,0.0392,0.2211,1733.6,4
3.7026,0.0393,0.2209,1736,4
3.7978,0.0393,0.2207,1738.8,4
3.8978,0.0393,0.2207,1742,4
3.9978,0.0393,0.2202,1745.3,4
4.0978,0.0394,0.2201,1748.8,4
4.1978,0.0394,0.2198,1752.4,4
4.2978,0.0394,0.2197,1756.3,4
4.3978,0.0394,0.2197,1760.5,4
4.4978,0.0394,0.2193,1765,4
4.5987,0.0395,0.2191,1769.5,4
4.7029,0.0395,0.2189,1774.3,4
4.7978,0.0395,0.2188,1779.3,4
4.8978,0.0395,0.2188,1784.5,4
4.9978,0.0396,0.2184,1790,4
5.0979,0.0397,0.2182,1795.5,4
5.1979,0.0398,0.2181,1801.1,4
5.2981,0.0399,0.2179,1807.1,4
5.3983,0.0399,0.2179,1813.2,4
5.4978,0.0401,0.2176,1819.5,4
5.5978,0.0403,0.2174,1825.9,4
5.7031,0.0404,0.2172,1832.7,4
5.7978,0.0405,0.217,1839.7,4
5.898,0.0405,0.217,1846.7,4
5.9981,0.0408,0.2167,1853.5,4
6.0978,0.0409,0.2165,1860.8,4
6.1977,0.041,0.2164,1868.3,4
6.2977,0.0412,0.2162,1875.8,4
6.3977,0.0412,0.2162,1883.5,4
6.4977,0.0414,0.2158,1891.2,4
6.5977,0.0416,0.2157,1898.9,4
6.7031,0.0417,0.2155,1906.9,4
6.7978,0.0418,0.2153,1914.8,4
6.8977,0.0418,0.2153,1922.8,4
6.9977,0.0421,0.215,1931,4
7.0978,0.0422,0.2148,1939.2,4
7.1977,0.0423,0.2145,1947.4,4
7.2977,0.0424,0.2144,1955.8,4
7.3977,0.0424,0.2144,1964.1,4
7.4977,0.0427,0.214,1972.7,4
7.5977,0.0428,0.2138,1981.4,4
7.7035,0.0429,0.2136,1990.1,4
7.7982,0.043,0.2134,1998.9,4
7.8978,0.043,0.2134,2007.8,4
7.9977,0.0433,0.213,2016.7,4
8.0978,0.0435,0.2128,2025.8,4
8.1979,0.0436,0.2126,2034.7,4
8.2977,0.0438,0.2124,2043.7,4
8.3977,0.0438,0.2124,2053,4
8.4979,0.0442,0.212,2062.1,4
8.5977,0.0443,0.2118,2071.3,4
8.703,0.0445,0.2116,2080.6,4
8.7977,0.0447,0.2114,2089.6,4
8.8977,0.0447,0.2114,2098.9,4
8.9977,0.0451,0.211,2108.1,4
9.0977,0.0453,0.2108,2117,4
9.1977,0.0455,0.2106,2126.3,4
9.2978,0.0457,0.2103,2135.5,4
9.3978,0.0457,0.2103,2144.4,4
9.4977,0.0461,0.2098,2153.7,4
9.5977,0.0463,0.2096,2162.6,4
9.7031,0.0466,0.2094,2171.3,4
9.7977,0.0467,0.2091,2180,4
9.8981,0.0467,0.2091,2188.4,4
9.9977,0.0472,0.2087,2197,4
10.098,0.0473,0.2084,2205.5,4
10.198,0.0475,0.2082,2213.9,4
10.298,0.0477,0.208,2222.3,4
10.398,0.0477,0.208,2230.5,4
10.498,0.0482,0.2075,2238.9,4
10.598,0.0484,0.2072,2247.1,4
10.703,0.0486,0.2069,2255.1,4
10.798,0.0488,0.2067,2263.1,4
10.898,0.0488,0.2067,2271.1,4
10.998,0.0493,0.2062,2279,4
11.098,0.0495,0.2059,2287,4
11.198,0.0498,0.2057,2294.9,4
11.298,0.05,0.2054,2302.7,4
11.398,0.05,0.2054,2310.2,4
11.498,0.0505,0.2049,2317.9,4
11.598,0.0507,0.2047,2325.4,4
11.703,0.051,0.2044,2332.8,4
11.798,0.0512,0.2042,2339.7,4
11.898,0.0512,0.2042,2346.9,4
11.998,0.0518,0.2036,2353.9,4
12.098,0.052,0.2034,2360.7,4
12.198,0.0523,0.2031,2367.3,4
12.298,0.0525,0.2028,2373.6,4
12.398,0.0525,0.2028,2379.9,4
12.498,0.053,0.2023,2386,4
12.598,0.0533,0.202,2392.1,4
12.703,0.0536,0.2017,2398,4
12.798,0.0538,0.2014,2404,4
12.898,0.0538,0.2014,2409.7,4
12.998,0.0544,0.2008,2415.8,4
13.098,0.0546,0.2005,2421.2,4
